num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run,folder
12,0.01,64,sgd,64,0.5194805194805194,51,run_207_sgd_ly12_lr0.01_bs64
12,0.02,8,adam,64,0.45454545454545453,124,run_208_adam_ly12_lr0.02_bs8
12,0.02,8,sgd,64,0.525974025974026,51,run_209_sgd_ly12_lr0.02_bs8
12,0.02,16,adam,64,0.538961038961039,57,run_210_adam_ly12_lr0.02_bs16
12,0.02,16,sgd,64,0.5194805194805194,51,run_211_sgd_ly12_lr0.02_bs16
12,0.02,32,adam,64,0.487012987012987,66,run_212_adam_ly12_lr0.02_bs32
12,0.02,32,sgd,64,0.525974025974026,51,run_213_sgd_ly12_lr0.02_bs32
12,0.02,64,adam,64,0.512987012987013,93,run_214_adam_ly12_lr0.02_bs64
12,0.02,64,sgd,64,0.5194805194805194,51,run_215_sgd_ly12_lr0.02_bs64
12,0.05,8,adam,64,0.5064935064935064,149,run_216_adam_ly12_lr0.05_bs8
12,0.05,8,sgd,64,0.525974025974026,51,run_217_sgd_ly12_lr0.05_bs8
12,0.05,16,adam,64,0.5064935064935064,139,run_218_adam_ly12_lr0.05_bs16
12,0.05,16,sgd,64,0.5194805194805194,51,run_219_sgd_ly12_lr0.05_bs16
12,0.05,32,adam,64,0.512987012987013,111,run_220_adam_ly12_lr0.05_bs32
12,0.05,32,sgd,64,0.5194805194805194,51,run_221_sgd_ly12_lr0.05_bs32
12,0.05,64,adam,64,0.4935064935064935,75,run_222_adam_ly12_lr0.05_bs64
12,0.05,64,sgd,64,0.5194805194805194,51,run_223_sgd_ly12_lr0.05_bs64
15,0.001,8,adam,64,0.538961038961039,434,run_224_adam_ly15_lr0.001_bs8
15,0.001,8,sgd,64,0.45454545454545453,51,run_225_sgd_ly15_lr0.001_bs8
15,0.001,16,adam,64,0.474025974025974,51,run_226_adam_ly15_lr0.001_bs16
15,0.001,16,sgd,64,0.45454545454545453,51,run_227_sgd_ly15_lr0.001_bs16
15,0.001,32,adam,64,0.4935064935064935,51,run_228_adam_ly15_lr0.001_bs32
15,0.001,32,sgd,64,0.45454545454545453,51,run_229_sgd_ly15_lr0.001_bs32
15,0.001,64,adam,64,0.487012987012987,51,run_230_adam_ly15_lr0.001_bs64
15,0.001,64,sgd,64,0.45454545454545453,51,run_231_sgd_ly15_lr0.001_bs64
15,0.01,8,adam,64,0.5454545454545454,179,run_232_adam_ly15_lr0.01_bs8
15,0.01,8,sgd,64,0.461038961038961,51,run_233_sgd_ly15_lr0.01_bs8
15,0.01,16,adam,64,0.6233766233766234,135,run_234_adam_ly15_lr0.01_bs16
15,0.01,16,sgd,64,0.45454545454545453,51,run_235_sgd_ly15_lr0.01_bs16
15,0.01,32,adam,64,0.564935064935065,135,run_236_adam_ly15_lr0.01_bs32
15,0.01,32,sgd,64,0.461038961038961,51,run_237_sgd_ly15_lr0.01_bs32
15,0.01,64,adam,64,0.577922077922078,177,run_238_adam_ly15_lr0.01_bs64
15,0.01,64,sgd,64,0.45454545454545453,51,run_239_sgd_ly15_lr0.01_bs64
15,0.02,8,adam,64,0.6298701298701299,200,run_240_adam_ly15_lr0.02_bs8
15,0.02,8,sgd,64,0.461038961038961,51,run_241_sgd_ly15_lr0.02_bs8
15,0.02,16,adam,64,0.525974025974026,90,run_242_adam_ly15_lr0.02_bs16
15,0.02,16,sgd,64,0.461038961038961,51,run_243_sgd_ly15_lr0.02_bs16
15,0.02,32,adam,64,0.5454545454545454,135,run_244_adam_ly15_lr0.02_bs32
15,0.02,32,sgd,64,0.461038961038961,51,run_245_sgd_ly15_lr0.02_bs32
15,0.02,64,adam,64,0.551948051948052,76,run_246_adam_ly15_lr0.02_bs64
15,0.02,64,sgd,64,0.461038961038961,51,run_247_sgd_ly15_lr0.02_bs64
15,0.05,8,adam,64,0.4935064935064935,117,run_248_adam_ly15_lr0.05_bs8
15,0.05,8,sgd,64,0.461038961038961,51,run_249_sgd_ly15_lr0.05_bs8
15,0.05,16,adam,64,0.5324675324675324,95,run_250_adam_ly15_lr0.05_bs16
15,0.05,16,sgd,64,0.461038961038961,51,run_251_sgd_ly15_lr0.05_bs16
15,0.05,32,adam,64,0.5324675324675324,187,run_252_adam_ly15_lr0.05_bs32
15,0.05,32,sgd,64,0.45454545454545453,51,run_253_sgd_ly15_lr0.05_bs32
15,0.05,64,adam,64,0.577922077922078,194,run_254_adam_ly15_lr0.05_bs64
15,0.05,64,sgd,64,0.45454545454545453,51,run_255_sgd_ly15_lr0.05_bs64
20,0.001,8,adam,64,0.5064935064935064,51,run_256_adam_ly20_lr0.001_bs8
20,0.001,8,sgd,64,0.5064935064935064,51,run_257_sgd_ly20_lr0.001_bs8
20,0.001,16,adam,64,0.4935064935064935,51,run_258_adam_ly20_lr0.001_bs16
20,0.001,16,sgd,64,0.5,51,run_259_sgd_ly20_lr0.001_bs16
20,0.001,32,adam,64,0.474025974025974,51,run_260_adam_ly20_lr0.001_bs32
20,0.001,32,sgd,64,0.5,51,run_261_sgd_ly20_lr0.001_bs32
20,0.001,64,adam,64,0.4805194805194805,51,run_262_adam_ly20_lr0.001_bs64
20,0.001,64,sgd,64,0.5,51,run_263_sgd_ly20_lr0.001_bs64
20,0.01,8,adam,64,0.5324675324675324,175,run_264_adam_ly20_lr0.01_bs8
20,0.01,8,sgd,64,0.5064935064935064,51,run_265_sgd_ly20_lr0.01_bs8
20,0.01,16,adam,64,0.564935064935065,149,run_266_adam_ly20_lr0.01_bs16
20,0.01,16,sgd,64,0.5,51,run_267_sgd_ly20_lr0.01_bs16
20,0.01,32,adam,64,0.5454545454545454,185,run_268_adam_ly20_lr0.01_bs32
20,0.01,32,sgd,64,0.5,51,run_269_sgd_ly20_lr0.01_bs32
20,0.01,64,adam,64,0.5,176,run_270_adam_ly20_lr0.01_bs64
20,0.01,64,sgd,64,0.5,51,run_271_sgd_ly20_lr0.01_bs64
20,0.02,8,adam,64,0.564935064935065,190,run_272_adam_ly20_lr0.02_bs8
20,0.02,8,sgd,64,0.5,51,run_273_sgd_ly20_lr0.02_bs8
20,0.02,16,adam,64,0.5,194,run_274_adam_ly20_lr0.02_bs16
20,0.02,16,sgd,64,0.5,51,run_275_sgd_ly20_lr0.02_bs16
20,0.02,32,adam,64,0.5324675324675324,201,run_276_adam_ly20_lr0.02_bs32
20,0.02,32,sgd,64,0.5,51,run_277_sgd_ly20_lr0.02_bs32
20,0.02,64,adam,64,0.5,139,run_278_adam_ly20_lr0.02_bs64
20,0.02,64,sgd,64,0.5064935064935064,51,run_279_sgd_ly20_lr0.02_bs64
20,0.05,8,adam,64,0.5064935064935064,99,run_280_adam_ly20_lr0.05_bs8
20,0.05,8,sgd,64,0.5,51,run_281_sgd_ly20_lr0.05_bs8
20,0.05,16,adam,64,0.5194805194805194,109,run_282_adam_ly20_lr0.05_bs16
20,0.05,16,sgd,64,0.5,51,run_283_sgd_ly20_lr0.05_bs16
20,0.05,32,adam,64,0.538961038961039,187,run_284_adam_ly20_lr0.05_bs32
20,0.05,32,sgd,64,0.5,51,run_285_sgd_ly20_lr0.05_bs32
20,0.05,64,adam,64,0.5064935064935064,96,run_286_adam_ly20_lr0.05_bs64
20,0.05,64,sgd,64,0.5064935064935064,51,run_287_sgd_ly20_lr0.05_bs64
30,0.001,8,adam,64,0.564935064935065,381,run_288_adam_ly30_lr0.001_bs8
30,0.001,8,sgd,64,0.487012987012987,51,run_289_sgd_ly30_lr0.001_bs8
30,0.001,16,adam,64,0.525974025974026,250,run_290_adam_ly30_lr0.001_bs16
30,0.001,16,sgd,64,0.487012987012987,51,run_291_sgd_ly30_lr0.001_bs16
30,0.001,32,adam,64,0.487012987012987,1031,run_292_adam_ly30_lr0.001_bs32
30,0.001,32,sgd,64,0.487012987012987,51,run_293_sgd_ly30_lr0.001_bs32
30,0.001,64,adam,64,0.5454545454545454,599,run_294_adam_ly30_lr0.001_bs64
30,0.001,64,sgd,64,0.487012987012987,51,run_295_sgd_ly30_lr0.001_bs64
30,0.01,8,adam,64,0.5064935064935064,150,run_296_adam_ly30_lr0.01_bs8
30,0.01,8,sgd,64,0.487012987012987,51,run_297_sgd_ly30_lr0.01_bs8
30,0.01,16,adam,64,0.512987012987013,289,run_298_adam_ly30_lr0.01_bs16
30,0.01,16,sgd,64,0.487012987012987,51,run_299_sgd_ly30_lr0.01_bs16
30,0.01,32,adam,64,0.5194805194805194,224,run_300_adam_ly30_lr0.01_bs32
30,0.01,32,sgd,64,0.4935064935064935,51,run_301_sgd_ly30_lr0.01_bs32
30,0.01,64,adam,64,0.5194805194805194,282,run_302_adam_ly30_lr0.01_bs64
